date,speaker,text
2021-06-11,Ezra Klein,How about housing?
2021-06-11,Sam Altman,"I think it is time to consider radically new ideas there. I mean, it's just so sad to me to watch what San Francisco is doing to itself. I think it's so incredibly unfair. It really bothers me that it's people who would describe themselves as liberal and progressive that are most in the way of, I think, the justice that comes from affordable housing and access to opportunity with that in the places where it matters most. And I think we should continue to fight that as hard as we can. But we should also realize that maybe we're dealing with people here who are not reasonable actors. And there may be other cities where it's just much easier to solve this problem. I think there's been a mini-boom in new real estate startups as people in the pandemic have thought about leaving the big cities, where people can realize, wow, I can build a new house in some other city for not that much money and I can get exactly what I want. And I can now do it quickly with technology, surprisingly affordably, and maybe a competitive market will do its thing here."
2021-06-11,Ezra Klein,"You're giving me, though, the answer here that I give to people when I'm in a technoskeptic kind of mood, which is, well, the problem in our way on a lot of things is not that the technology isn't there. It's that the political will isn't there. It's that the structure isn't there. It's that there are other impediments. So you have this piece about how A.I. is going to move all this power from labor to capital and it can transform humanity way for the better or not. That's where the Moore's law for everything idea comes in. What is the role of the system you're building here? How is it going to help housing or any of this?"
2021-06-11,Sam Altman,"I mean, technology has already done a lot to help housing, I would say. And one specific thing that it did was enable remote work. And so, fine, a city like San Francisco is not going to be reasonable on policy. People can live elsewhere and still work for the most important companies in the industry that have been here. And they are freed from some of the geographic constraint. Look, remote work certainly does not work for everything and it's not something that I'm personally excited to do. But I think it does work for a lot of things and a lot of people. And I think that's an example of where faced with a seemingly intractable political reality, technology produces a solution that is a total curveball and not that imaginable a few decades ago."
2021-06-11,Ezra Klein,"Tell me about the underlying idea that A.I. will move not just money, but also power from labor to capital."
2021-06-11,Sam Altman,"I think the best way to frame this is this idea that the marginal cost of an A.I. doing work is close to zero once you've created this model, which requires huge amounts of capital, and expertise, and difficulty, and data to do. And I think it's a very interesting question about who should benefit from that if — who generates the data or whatever. But once you train this model — maybe you used to have to pay an expert lawyer $1,000 an hour to answer a question or a computer programmer $200 an hour. And there weren't that many and they had a lot of — you needed it and that was the market. That was what it was worth. And that was what people were able to command. But maybe now it costs a couple of cents of electricity for the computer to think or less. And you can do it as many times as you want. You can get the answers that no human could come up with. Labor then — in this case, extremely high-skilled and highly paid labor — all of a sudden has a lot less power, because the services are avA.I.lable at a wildly different cost."
2021-06-11,Ezra Klein,"So you write in the piece and that three things follow from that. One is that phenomenal wealth can get generated, because goods and services can become so cheap and so widely deployed that very rapid social change follows that because you're just undergoing an extraordinary upheaval in the economy. And so then you have this kind of branching possibility, which is either very high standards of living for everyone or not. Some people get better entertainment and whatever, but they never get back the dignity, they never get back the money they were making."
2021-06-11,Sam Altman,Yeah.
2021-06-11,Ezra Klein,How do you assess the political economy of A.I.?
2021-06-11,Sam Altman,I'm curious if you agree with the first two — if you think the first two things are going to happen.
2021-06-11,Ezra Klein,Phenomenal wealth and social upheaval?
2021-06-11,Sam Altman,Yeah.
2021-06-11,Ezra Klein,"If you're right about what the systems can do, definitely that will create wealth, right? I mean, it just has to. I think it's almost mechanical. Upheaval to me is about how quickly it happens. And I suspect it could be technologically possible far before it is actually happening, or that the dispersion of the technology might be a lot slower than the realization of it. So you mentioned a minute ago lawyers. You ask lawyers questions because you need answers. You also ask lawyers questions because if you don't get the answers from them, you might get sued. And so the question of when do you not get sued for asking the question of your system, as opposed to of the lawyers, is to some degree a regulatory and judicial issue more than it is even a technological one."
2021-06-11,Sam Altman,"Yeah, that's why I assume there will be these hybrid models where an A.I. is helping the lawyer, but the human lawyer and the existing system of the protection that you get from that is still the one giving you the answer. So maybe what happens is you still go to a lawyer, but that lawyer can be a factor of 10 or 100 times more efficient and they don't need the staff of researchers they have today."
2021-06-11,Ezra Klein,"So I could see that and I think that makes sense. But that'll reduce the amount of economic upheaval it brings. Health is a really big one. I've done a lot of work on health care over the years. I find it very hard to think through what the effect will be here. But let me put it this way. I've got a long running argument that we think too much about price in health and not enough about value. So budget work in Washington is always dominated by these graphs that show like by 2070, 50% of the economy is on health care. And people will say that's wild. We can't have 50% of our GDP going to health care. But how wild it is depends on what that is buying you, what the value of it is."
2021-06-11,Sam Altman,For sure.
2021-06-11,Ezra Klein,"If we're spending 40% of GDP on health care, but everybody is living a healthy life till 200, maybe it's fine. If we're getting what we're getting now, it's terrible. And so one of the questions I don't really know how to answer is does A.I., whether or not it is being used with doctors and nurses or otherwise, does it actually change radically the development of drugs, the device orientation and devices we're able to use?Do we get way better at spotting things on radiology, which I think is pretty likely. So how do you change the value? You might not see that show up in wealth statistics exactly, but it would be a huge improvement in utility and how humans live. And so that stuff is very interesting."
2021-06-11,Sam Altman,"I think wealth is definitely an imperfect metric. And I think price is even more imperfect. I totally agree with you, by the way, if we had a magic pill that everybody could take and have an extra 20 years of perfect health span and that cost 40% of GDP or whatever, maybe it's fine. So I think these metrics are all imperfect. And what we really want is someone's overall quality of life, and happiness, and fulfillment, and contentment and whatever. But I think for something numeric that we can measure today, wealth is the best thing. And I do think in terms of the branching that you talked about, somehow or other — this is maybe the techno-optimist in me — almost everyone's lives are going to get better. People will demand it. And the question is, what form is that going to go in? I don't actually subscribe to the Silicon Valley UBI will solve all problems. We can just do that and stop talking about it. I think it's actually a small part of the solution. But I think we're going to do it. I think somehow or other that's going to happen. But for me then the question is, how are we going to construct the rest of society in a way that people have the dignity, the ability to decide where we all collectively go that is so important?"
2021-06-11,Ezra Klein,"Well, let's talk about UBI for a minute, because the place you go with this in your piece is toward something you call the American Equity Fund. I think actually a useful way to think about it is universal distribution of wealth."
2021-06-11,Sam Altman,Yeah.
2021-06-11,Ezra Klein,Talk through that idea.
2021-06-11,Sam Altman,"A thing that I did not understand when I was a kid is the difference between salary and equity ownership. And I assumed that the way people got rich was salary. And I knew that people traded stocks, but I didn't think it was a big thing and not that important and it was basically about you get paid monthly. And really I think the way that value gets created is the compounding effects of equity, basically. So that's the pro case on capitalism is that that works really well. The negative case is most people don't own very much equity or land. I said in the piece that I think land and shares of companies are going to be the two dominant sources of wealth in the future. And so better than a government paying you some fixed fee every month is where citizens of a country own a slice of the important asset classes of the future. And that that's how wealth gets redistributed, which I think is different than redistributing the equivalent of salary. Much more important."
2021-06-11,Ezra Klein,"I probably would agree with that. The problem I see — and this is why I asked very specifically about the political economy of A.I. So in this piece, you make an argument about how it'll change the distribution of money and how could you tax around that. But this is one of those places where power really matters. And so another way of saying what you're saying is that A.I. will make owners of capital and land much more powerful. And we are then somehow going to tax the owners of capital and land much more aggressively. And one of my, certainly, concerns about the world being sketched here is that my sense as a political person is you would somehow need to get a more equitable distribution of power in order to have the more equitable distribution of resources."
2021-06-11,Sam Altman,"Totally agree with the statement about the equitable distribution of power being the important thing. Unlike paying cash transfers, I think if you're actually transferring shares in these companies and the accumulating wealth there, or the ownership of land, or whatever else, that actually transfers some of the power over time, too."
2021-06-11,Ezra Klein,"But in order to get to that policy, you need the power to transfer first."
2021-06-11,Sam Altman,"Yeah, here's where we're deeply out of my area of expertise. So I will ask you, what do you think it takes to get something like this in place?"
2021-06-11,Ezra Klein,"I don't know. I'm not sure you can. We were talking about this before we started the show, but something I've been starting to try to think through is how do you have a technologically aware progressivism. Have you ever read the book, ""Fully Automated Luxury Communism""?"
2021-06-11,Sam Altman,I've heard the phrase.
2021-06-11,Ezra Klein,"The argument it makes is that the set of technological changes coming down the pike — of which A.I. is central to that, but it's not the only one — they actually make a case for much more radical form of public ownership. He's using communism a little bit facetiously. But forms of communism, of socialism make a lot — of planning, of ownership, make a lot more sense under the technological structure that's coming. But the question then becomes in order to have that happen, I think you actually need to set up the politics before the technology hits. Because if the technology hits first and then it just pools power among the people who own it, well, power increases its own wealth and increases its own power. And then we got these crazy A.I.s that are out there trying to manipulate public opinion and whatever else. It can get a little bit dystopic. And it's not all going to happen overnight, but I do think this is a real — it's a real question for me and it's one reason I've become — in some ways what I want to see is a politics on the left, or on the progressive side, that is simultaneously more pro technology but is trying to take a stronger hand in predicting and then guiding that technology. But that's really hard. I mean, we can't pass even simple things right now. So the question of how we do it — I mean, I don't know how we do basic climate change legislation. So how we completely restructure the way taxation works in this country when one of the two major political parties has literally signed a pledge to never raise taxes for any reason on anyone at any time? I don't really think it's a question that is answerable. But I am worried about what happens if some of these things hit and we haven't come anywhere near an answer."
2021-06-11,Sam Altman,"Our version of this is that technology is good, capitalism is fine, but you can put structures in place now that get you to the goal that you want. And I think we have this thing where hopefully we design a structure that let us benefit from capitalism to bring the thing into existence and I think that we couldn't do without it. But once we've hit certain return thresholds, we have already figured out how our public ownership is going to work. The ink is dry on that. And I think that's cool. And I think more people should be doing things like that. And I think there may be versions of that that we could get done as a policy conversation, where you say this is how it's going to work now. Don't freak out too much. But here's where it's going to transition to over time."
2021-06-11,Ezra Klein,"One of the problems, though, with the policy conversation is that this is the set of issues it's way behind on. So there are topics we know how to talk about in Washington from a policy perspective. Taxes is one of them. But I mean, you were saying earlier in the show that at least the power of these systems is on an exponential curve."
2021-06-11,Sam Altman,"Yeah, taxing income — fighting over the rate on income tax is so the wrong way to be thinking about this."
2021-06-11,Ezra Klein,"And my concern is that to the extent there is a Washington conversation over — artificial intelligence is one of the set of technologies I'm interested in and worried about. But to the extent there's a Washington conversation about it — and you probably know this better than I do — my sense is it has three prongs. It's about algorithmic bias, which is important."
2021-06-11,Sam Altman,Yep.
2021-06-11,Ezra Klein,It's about competition with China.
2021-06-11,Sam Altman,Yep.
2021-06-11,Ezra Klein,And it is on the margins about how do you subsidize maybe academic access to enough computing power.
2021-06-11,Sam Altman,The first two seem to dominate.
2021-06-11,Ezra Klein,"But yeah — so I mean, it's basically it's bias, it's national defense, and then it's some other stuff, like a grab bag. It's not really about what do you do if society begins changing really fast. And also — and I mean this as exactly as important — what do we want from it as a public and how do we get that from it?"
2021-06-11,Sam Altman,"Let me tell you something. If you walk into one of these rooms and you — you know, they're like, oh, I want to learn from you. What should we be thinking about A.I.? And you say anything other than it's really important that we remain competitive with China and it's really important that we have fair, transparent, unbiased systems. If you say those two, you're like, oh, it's great, it's what we want. And those are really important for sure and we think a lot about those. But if you say it's also important that we talk about 20, 30, 40, 50 years from now when we have these systems that are way more capable than any human leaving from Earth to go off and explore, and colonize the universe, and figuring out what the role for humans are and how we want to set up that society, you get a real eyes glazed over look and sort of slowly back away from."
2021-06-11,Ezra Klein,Do you believe in 30 years we're going to have self-intelligent systems going off and colonizing the universe?
2021-06-11,Sam Altman,"Look, timelines are really hard. I believe that will happen someday. I think it doesn't really matter if it's 10 or 30 or 100 years. The fact that this is going to happen, that we're going to help engineer, or merge with or something, our own descendants that are going to be capable of things that we literally cannot imagine. That somehow seems way more important than the tax rate or most other things."
2021-06-11,Ezra Klein,"But in a weird way I'm not sure it is. I mean, it is more important than the marginal tax rate on high income. I very much agree with that. But I do think sometimes there is a tendency to say that the intermediate questions between here and AGI don't matter that much. And I think they do, because I think that they matter very much in terms of what the future systems of the world will do. I'll give an example of this. I think there's a lot of question on how do we distribute income, which if you could get the politics right to do it, is a quite manageable question. If you gave me the wand, I could work with five tax experts and figure it out. The question of how do you distribute dignity and status in that society —"
2021-06-11,Sam Altman,"100%,"
2021-06-11,Ezra Klein,"—is unbelievably harder. So for instance, I'm pretty high on the idea that maybe wage labor is an intermediate step in human society and wouldn't it be great if we got past the point where it was widely needed. But that is much more a cultural question in the worlds we're talking about here than it even is an economic one."
2021-06-11,Sam Altman,"100%. I think this is such a harder problem and in many ways more important problem than how we're going to redistribute income and wealth. And this is why I think the intermediate things do matter a lot. It's because how we — the steps that we take now will determine who has power and voice and input in the long-term decisions that are some of these rare, irreversible human decisions that we'll ever make. You are probably sitting there, or at least part of you is sitting there, looking at me, thinking like, I probably don't really believe this guy all the way. But if he's right, fuck that dude, why does he get to decide what happens with A.I.? That's not — that doesn't seem fair. And you're totally right. And if I were you, that's totally what I would think. And more importantly than that, everybody has a right to a say in the future, and the dignity of being part of it, and getting to live their lives the way that they want. And I don't think we've ever quite faced a technology like this and I don't think we quite know what it looks like to have equitable input in those decisions."
2021-06-11,Ezra Klein,"And I'll say more than that. I don't even know if what you're telling me is true, right? What I think is that there is a probability it is true that I cannot quite assess."
2021-06-11,Sam Altman,Right.
2021-06-11,Ezra Klein,"And if that probability is significant, and I think it at least is for the economic side of this — I don't know about the space colonization side or on what time frame — then it's important. Two things. One is that I think an endless truth of human society, at least in the age of capitalism, is that status follows money."
2021-06-11,Sam Altman,Yep.
2021-06-11,Ezra Klein,"And so getting the money right is going to be crucial to getting the status right, which is why the redistribution questions are really, really important. But the second then becomes, what are the governance structures that might work here, or the participatory or representative structures that might work here? Because I've been pushing so far in this conversation on the problems of capitalism. It isn't like I'm confident that a state-run A.I. is a great idea too. I don't really want China running one of these systems and I wouldn't have wanted Donald Trump running —"
2021-06-11,Sam Altman,No.
2021-06-11,Ezra Klein,—one of these systems. And so the governance question here strikes me as really hard and not one where I'm comfortable with either of the dominant options.
2021-06-11,Sam Altman,"I think we need something fundamentally new. We're trying to run some experiments and do some investigatory work here. I don't think anyone's ever figured out what a global democratic governance system looks like. But I think we better try to figure that out soon. And there's a lot of reason to be pessimistic. Look, I also — I think that — I think everything that I've said is going to happen, but we could hit some wall. It's always possible and maybe none of this happens. But if we shift the frame a little bit and talk about — we were talking about the environment earlier, so let's go back to that. We could have had nuclear energy deployed everywhere, the full generating capacity needed for Earth and then some, quite a long time ago. And we don't. And I think that's a real shame of policy, and, at least in this country, some quite bad political decisions on the left and an understandable but misplaced fear of technology. And we're paying an awful price for it right now. And if we take all the speculation out of something like A.I. and just say can we look at an example of a collision of technology, and policy, and politics, and public perception, and economics, and a whole bunch of other things, too, and see where we got the governance wrong, we don't need to make up examples for this. And so that is a scary thing."
2021-06-11,Ezra Klein,"Yeah, and that, I think, is also an important thing. I mean, we were talking earlier about, well, what if A.I. can solve in the reasonably near term — 10, 20 years — pretty big societal problems? A lot of the problems — and this came up in our conversation about health and housing. No computer system can solve a political problem, but it can create alternatives. And then we do have a lot of genuine technical and scientific problems that do need to be solved. And if we don't get governance right, if we don't get public input right, if people don't feel they're going to benefit from this, then we're also going to delay deployment of technologies. There's a lot of this where you're going to need regulatory decisions for the things to be deployed. And so that becomes a question of to what degree are people comfortable with it. And not just Phoenix is going to allow self-driving taxis for a little bit to show they can. But do you actually begin to say, we are going to create the systems, the liability systems, et cetera, that can allow this to go all through society or not? And I don't know the answer to any of that. I'm partially doing these shows for this reason that it's just not something that I think is enough part of the political conversation. But then I look at the past year and I see a lot of failures of governance followed by a gigantic success of mRNA vaccines. And if we had not gotten that technology right, we would just be in a continued mess here. And so getting the technologies right fast enough that they can actually solve the problems, you can really see there what it would have meant if we had not — I don't think regulators did a crazy good job on this, but we got the vaccines out."
2021-06-11,Sam Altman,"I don't think they did a crazy good or a crazy bad job on this one, but I do think they've done a crazy bad job on a lot of other medical innovations that could have saved a lot of lives where something has gone wrong in terms of our risk tolerance for those. Now, look, it does warm my heart that when a heroic effort is needed, we can sometimes step up. But I do think it is worth thinking about how many things like mRNA vaccines we have missed, or are still delayed, or came 10 years too late."
2021-06-11,Ezra Klein,"But isn't there, in some of the things you're talking about here, a cultural question that afflicts your own industry pretty centrally? I wouldn't say that the people who run major technology companies are heavily anti-tax. Not in general. But there is a pretty heavy strain of the venture capitalists and others who love their carried interest tax, who get — and it's not just the taxes — who get real angry at the idea of taxes as a moral phenomenon. That I think is an important dimension of this. Get real angry at the idea that being taxed might imply they don't deserve what they have. There was a vote a couple of years ago where folks were comparing this to Naziism. That if this stuff is going to deploy at the rate people wanted to out here, I think there's going to need to be a different politics in Silicon Valley."
2021-06-11,Sam Altman,"I actually think that most people in the industry are pretty happy to pay taxes. Sure they may advocate for less. There's two comments that you hear a lot, one I agree with and one that I don't. One is that I'm happy to pay taxes, I just wish they were better spent. And because they're so badly spent, I don't want to pay any. While California is in shambles, why am I paying 13.3% tax? This is embarrassing. We have terrible schools, terrible roads, traffic. The money is being so wasted. I don't want to pay anymore. And so I'm moving or I'm going to try to figure out some other tax setup or whatever. I don't agree with that. You hear it a lot. I do understand where people are coming from. They're like, well, I can allocate the capitol better than the government can to still help people. The one that I do agree with is I think there's a lot of people in the tech industry — founders, venture capitalists, whatever — that really object to messaging like billionaires should not exist. Which is very different from saying billionaires shouldn't be taxed. I would love to have trillionaires in the world if they were paying a lot of tax. And I think everybody else should want that, too. Now, there is a challenge that comes with the point you were making about a lot of power comes with that, too."
2021-06-11,Ezra Klein,"Yeah, that's what I was going to ask."
2021-06-11,Sam Altman,"But on the whole, as long as people are paying taxes and creating economic value, I want more of that. And I think most members of society should want more of that, too, if we can figure out how to make sure that we have fair access to power and voice and governance. And maybe what you would say is that's not possible with that level of contribution of wealth."
2021-06-11,Ezra Klein,"Yeah, I would say I think there might be a more deeper tension there than you think. So take the couple of richest people in the world right now. Is it such an accident that Jeff Bezos and Bill Gates live in Seattle, a state with no income tax? It's all fine to be for taxes in some conceptual way. But in practice, very rich, very powerful people living in a state — and it's not like they're helping to get an income tax passed. Or that Elon Musk just re-domiciled himself in Texas to pay, at least in part, lower taxes. I mean, power speaks. And I mean, my worry — I don't think there should be a trillionaire. Not because I don't want somebody to invent the thing that would have made them a trillion dollars — I do. But one, the marginal utility of having a trillion dollars is crazy low for one person. That should just be distributed to people who then won't die from malaria because they have some money. But two, that's a lot of power for one person to have. And I think if I have one critique of your approach to politics on this stuff it's that I think you take policy seriously and power less seriously. But one of my observations from covering policy for a long time is policy reflects power. It doesn't precede it."
2021-06-11,Sam Altman,"I can totally believe that. again, I think if there is a big bug in my thinking, this is likely it. I'm very sympathetic to the idea of being wrong here. I doubt that it's an accident that those people all live in no income tax states. But I also think — I haven't talked to Elon about this, but I know him well enough that I would bet that his bigger reason was just an increasing unfriendliness in California towards his businesses and a real disagreement with how they were handling his company's ability to be successful. And that is, I think, a real shame for all of us. No one, as California residents, none of us benefit from having fantastic companies move out of the state. That is a real shame. And that was power that the California legislature had that I think they badly misused that preceded the politics. And I wish that didn't happen. On the trillionaire question — we were talking earlier about health care. Let's say someone invents — some scientist invents something that gives everybody on Earth 20 years of extra great health span. And they want to make it phenomenally expensive. But they create $100 trillion of value and become a one trillionaire in the process. I would cheer them on."
2021-06-11,Ezra Klein,I just don't think that's the binary question. It's hard for me to imagine —
2021-06-11,Sam Altman,But then how do you decide how much they're allowed to make?
2021-06-11,Ezra Klein,"I mean, through politics, right? It's hard for me to imagine the person who would invent that, who would be dissuaded from inventing that because they would only end up with $50 billion as opposed to a trillion dollars."
2021-06-11,Sam Altman,So we're going to say $50 billion is OK?
2021-06-11,Ezra Klein,"I don't think we're going to find an optimal. But again, I'd want to know a little bit more about both the product and the power distribution before I became comfortable with their being trillionaires because they can cause a lot of damage. And let me argue that there's actually more of a friction here even than we've let on. So your point about Elon Musk is well taken. I'm not saying anything is mono-causal. But I think something going on in California in the relationship between the state and the technology companies that are centered here, and something that's not going to be good for either side, is that as the increase in wealth inequality here rises, the sentiment changes. The politics change. And so part of the reason there's more friction is because people are more pissed off. A different example and one that I think is in some ways easier to see the problems with is Mark Zuckerberg gives a huge amount of money to a hospital, names it after himself, and then there's this fight and the — I think it was the board of supervisors that voted to condemn the name of the hospital. And part of what's just going on there is people are angry about the power he has. I don't think it was a bad thing he gave that money to the hospital. And given the way we've named things after people forever — I mean, go to a sports stadium around this country — I didn't even really care that it got named after him. But there is a tension that begins to emerge and poison relations as people begin to feel that the wealth of the economy is unequally shared. And I think that's a pretty big issue. I mean, one place my politics has probably been moving in recent years is I would like to see a much more radically pro-technology progressivism. But I think in order to do that, you might need a much more economically aggressive form of progressivism. That's why I'm interested by the fully automated luxury communism concept, because I wonder if in order to create enough societal comfort to have the technological society I think is possible, you actually need a much more radical form of equality than we have. I did this show with Ted Chiang, the science fiction writer. He made this point where he said, I think most of our fears about technology are fears about capitalism. And I depart from that in the sense of if you live in China, or a lot of other countries, I don't think that's true, and even sometimes not in this country. There's things to worry about with the state, too. But it is true for a lot of things here, and I think it actually holds back technology and the degree to which people are willing to adopt it in a way that is bad for everyone."
2021-06-11,Sam Altman,"So on this point, I think we're in perfect agreement. I think we have to do this. I think technology can make the world unimaginably great, but it needs a policy and power tweak to have that be distributed in a way where it can happen at all and in a way where it can happen justly. So I agree with that. I also agree that the heads of the biggest technology companies probably do have too much power, or do have too — I'll take out the probably. In the Industrial Revolution, when the joint stock corporation was created as this second order sovereign entity, everyone was OK with that, because it was second order and the real sovereign had more power. But I think you can certainly make a case now that the giant tech companies are more powerful than many countries, certainly not the U.S. yet. But they don't have any kind of democratically governed system. So yeah, I mean, that causes me deep discomfort."
2021-06-11,Ezra Klein,"When I asked Ted Chiang about AGI, he said something I've been thinking about since. Which is that could we invent it? Maybe. Will we invent it? Maybe. Should we invent it? No. And the reason he said no was that long before we have a sentient generally intelligent A.I., we'll have A.I. that can suffer. And if you think about how we treat animals, or even just think about how we treat computers, or, frankly, workers in many cases, the idea that we can make infinite copies of something that can suffer that we will see in a purely instrumental way is horrifying. And that fully aside from how human beings will be treated in this world, the actual A.I. will be treated really badly. Do you — I mean, you're somebody who thinks out on the frontier of this. I know this part of the conversation is going to turn some listeners off, but I think it's interesting. Do you worry about the suffering of what we might create?"
2021-06-11,Sam Altman,"Yes, a lot. And we'd call that model welfare, but it's the same idea. Fundamentally, I think people worry are we going to mistreat the A.I. like we mistreat animals or is the A.I. going to mistreat us like with animals? That's —"
2021-06-11,Ezra Klein,Yes.
2021-06-11,Sam Altman,Mistreat animals. That's the — you can put people in one of those two buckets usually.
2021-06-11,Ezra Klein,It really says a lot about how we treat animals. s
2021-06-11,Sam Altman,"I think we're going to have a lot more vegetarians soon, I hope. There's this great A.I. short story called, ""Crystal Nights."" And it's one of the ways that A.I. could be developed is what people call multi-agentally. Basically, rerun evolution and simulation. In an environment like that, you probably do get enormous amounts of suffering. A lot of other approaches I think you do, too. Maybe if a reinforcement learning agent is getting negative rewards, it's feeling pain to some very limited degree. And if you're running millions or billions of copies of that, creating quite a lot, that's a real moral hazard. The technical path that I think — currently think is most likely to get us to one of these AGI-like systems is one where you don't have tons of copies of agents. And so maybe there's a moral issue with causing any pain. But I sleep a little bit better at night knowing that we're not torturing trillions of agents in simulation. I also think — and this is deep into the realm of speculation — that certainly, I think, as humans have become more knowledgeable, and wise, and smarter, we seem to be less willing to inflict random pain on each other and maybe animals than we were —"
2021-06-11,Ezra Klein,"See, I think animals is the counter-argument to that. Because of our capabilities, the number of animals we mistreat is so wildly out of proportion of what we've ever been able to do before, because we can keep them alive in sheds with antibiotics and stuff, that our thinking about it is probably better, but what we're willing to outsource is worse."
2021-06-11,Sam Altman,"I don't know. I have noticed over the last few decades more and more of my friends consistently become vegetarian. I think that's a positive. You used to not have a lot of vegetarians in the Western world. We have the privilege and luxury to be able to not do that. We now increasingly have the technology to have fake meat. But I think we also have people who are just more conscious about these issues. And I hope that we are in the late stage of the twilight of factory farming. I mean, look, we're heading into the deepest philosophical questions that have been on humanity's mind for a very long time, but maybe have never been as relevant or as decision-relevant as they are now. But I think a lot of these things really come down to, A, do you believe that a sense of self exists at all or is everything just like — there's this body, and there's this brain, and there's energy flowing through a neural network in your head like there could be in a computer. And as that is running, it creates this illusion of a sense of self that is getting tortured but it really is not there at all and that it's all the same thing. That's a philosophy that I happen to mostly feel is the most true. There's others who would say quite the opposite, which is that there will never be a sense of self in a — there is a self. There's a soul, whatever. And that will never exist in a computer. And so all of these questions are irrelevant. There's no way that any neural network running in Silicon could ever suffer and it's a ridiculous question. People have quite different opinions on this."
2021-06-11,Ezra Klein,"Why try to make it generally intelligent at all? Geoff Hinton, one of the fathers of neural networks, he had this quote in the book ""Genius Makers,"" that I recently read, where he just says, why do you want the robot digging your ditches to know about baseball? Why create the potential for this kind of intelligence and kind of suffering at all? Why not just create narrow worker machine learning programs?"
2021-06-11,Sam Altman,"I have a lot of answers to this question, so I will start with a few. Number one, one thing that I really want is new knowledge creation. It is one thing to say you can have an A.I. that is as good as any human A.I. doctor. It is another to say you can have an A.I. that can solve all human disease in a way that humans are just not capable of doing. And I think you need a generally intelligent system to do that, to generate new knowledge, to learn new things, to do things humans can't do. And it will need to pull together expertise across many different areas that no human is capable of holding in their brain at once — or even a team of humans — to do. So what a depressing thought to say that we're going to limit ourselves to what humans are capable of rather than benefit from everything that we can build better tools for. We build tools so that we can do better than we can do with our hands digging up the dirt or whatever. All of this, everything we have here is because we started digging up the ground, finding stuff. And we made this room. We made this microphone. We made the internet. We have done incredible work with tools that have let us shoot past what we'd be capable of without them. And let's not stop. That would really be depressing to me. Two is that someone's going to do it. The upside of these systems are such that Geoff Hinton can certainly decide not to try to build generally intelligent systems, but someone's going to do it. So I think there is no future that doesn't have these systems in it. And so we have to talk about how we want to use them, what their rights are, what we want the world to look like, the universe to look like with them."
2021-06-11,Ezra Klein,"If we're sitting — if we get together for coffee in 20 years and none of it happened, it all just stalled out, what is the likeliest reason you're going to give me for it?"
2021-06-11,Sam Altman,"If it doesn't happen in 20 years, I'll talk about a bunch of little technical things that could go wrong. If it doesn't happen in 100 years, then I was wrong and there is some magic to being a human like we are, living in a simulation, or created by some God or something like that. There's something going on that is not just physics."
2021-06-11,Ezra Klein,"It's that big? You think that it will — physics is going to be up for debate at that point? Because some people would say, how far it can get with neural networks pulling in data to do predictive learning. There's just going to be a limit on that."
2021-06-11,Sam Altman,"Well, here you are, though. I mean, it works for you."
2021-06-11,Ezra Klein,"Yeah, but only so well. You should see me — you should see me on my off days."
2021-06-11,Sam Altman,"Sure. But if we can have an Ezra, that's pretty great. And my understanding, my belief is that you are energy flowing through a neural network. That's it. Perception comes in. It cycles around a neural network in your head and you — some muscle of yours moves. But that's it. That's the whole Ezra. And that is replicatable energy flowing through a neural network. And is replicable in a very big computer. It'll take us a while to figure out there's a lot of complexity there maybe. But yeah, if it doesn't happen in a few hundred years, or 100 years even, then some axiom I believe is wrong."
2021-06-11,Ezra Klein,I'm going to go meditate on the idea that I'm energy flowing through a neural network.
2021-06-11,Sam Altman,"It is a little depressing. But if you can just let this one idea go that there's a special self, there's an Ezra that controls all of this. And just say, there's nothing here. It's just the system and it has this side effect of me thinking I'm an Ezra, then it all kind of works."
2021-06-11,Ezra Klein,I think that's a good place to end. So what are three books you'd recommend to the audience to help the energy flow slightly differently through their neural networks?
2021-06-11,Sam Altman,"Can I reco — both because I think they're more likely to get read and I think they're more relevant to this conversation. I don't think there's any great books about A.I., but there are good short stories. So could I recommend —"
2021-06-11,Ezra Klein,Go for it.
2021-06-11,Sam Altman,"—short stories? ""Crystal Nights"" by Greg Egan, ""The Last Question"" by Isaac Asimov, and ""The Gentle Seduction"" by Marc Stiegler. They're all about the development of a super powerful A.I. in very different ways. Actually, if I can recommend a bonus fourth one. This is a blog post, not a short story, but it really touches on a lot of this societal governance power issues we're talking about relative to A.I. ""Meditations on Moloch."" It's a blog post on Slate Star Codex. I strongly recommend that one."
2021-06-11,Ezra Klein,"Sam Altman, thank you very much."
2021-06-11,Sam Altman,Thank you.
